CROPS,SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K
rice,6.3,27,61.5,96.8,55.5,49.4
rice,7.6,30.9,68.6,96.2,44.5,59.5
rice,6.5,28.6,69.1,90.5,48.2,51.7
rice,5.9,28.1,72.9,80.4,40.9,44.6
rice,7.9,36.7,65.5,89.2,40.6,52.7
rice,7.3,31.2,61.4,96.5,46.9,52.4
rice,7.3,34,63.9,88.6,59.1,43.4
rice,6.2,39.7,65.8,84.4,47.8,45.9
rice,5.4,38.9,72.8,93.8,46.8,53.8
rice,7.1,23.5,69.6,92.7,51.2,42.6
rice,7.5,27,65.8,86.8,58.6,57.1
rice,5.8,21,73.5,80.9,43.2,52.2
rice,6.1,30.7,62.5,82.8,40.9,42.7
rice,5.9,29.5,67.6,83.3,58.8,51
rice,5.9,33.6,75.1,82.3,40.5,44.5
rice,7.6,28.1,69.7,93.4,41.5,59.2
rice,6.5,37.7,79.5,84.3,50.9,42.6
rice,5.8,21.4,69.2,85.3,59.5,58.8
rice,5.1,36.8,74.3,87.9,47.4,55.2
rice,7.3,34.3,62.2,88.3,57.3,41
rice,7.5,35.5,75.7,96.5,42.5,59.8
rice,6,32.5,71.6,98,49.8,44.6
rice,7.3,24.8,75.1,94.2,58.7,40.8
rice,7.6,23.8,71.2,95,44.6,43.3
rice,7.5,39.1,75,81.3,50.5,47.7
rice,5.1,30.9,76.4,99.5,52,56.6
rice,7.4,36.1,61.5,95.3,58.5,49.8
rice,6.6,34.2,75.6,90.1,52.6,48.3
rice,5.3,31.1,66.5,80.1,51.5,52.7
rice,6.7,20.9,72.8,82,42.4,47.2
rice,5.3,21.8,74.7,94.5,50,42
rice,6.1,20.8,63.5,85,59.2,43.5
rice,5.7,38.5,71.4,80.2,44.1,41.9
rice,5.2,29.6,60.3,83,58.7,51.8
rice,6.3,21,78.5,84.7,54.1,51.2
rice,7.7,25.5,72.1,94.9,44.1,49.2
rice,5.2,36,79,82.2,48.8,48.1
rice,7,30.5,79.7,97.5,46.9,41
rice,6.5,38.3,75.1,91,40.7,50.3
rice,6,35.5,77.4,80.1,51.8,47
rice,5.1,37.7,74.4,84.4,41.3,45.5
rice,6.3,38.4,71.1,89.6,44.3,59.3
rice,7.2,21.1,71.5,85.3,52.7,47.9
rice,6.9,37.9,72,87.8,56,53.6
rice,5.3,34.6,66.6,99.2,57.3,47.9
rice,5.9,22.9,63.9,81.2,45.8,42.4
rice,7.7,27.8,73.8,89.7,46.3,44.2
rice,5.7,32.5,67.4,92.7,51.8,47.8
rice,6.8,26.7,60.7,93.7,40,52
rice,6.5,39.1,77.3,84,49.3,45.8
rice,5.6,24.5,75,93.7,57.4,45.8
rice,6.4,36.4,68.9,83.1,44.4,51.9
rice,7,36.3,67.6,89.6,51.5,54.3
rice,6.5,21.5,61.8,91.7,43.8,43.9
rice,7.2,35.4,63,93.7,56.1,55.7
rice,7,38.2,60.5,96.6,41.5,54.1
rice,7.9,23.3,76.5,80.3,59.2,41.2
rice,7.9,21.9,72.7,81.5,43.3,43.9
rice,5.2,31.4,76.2,94.1,50.4,53.7
rice,6.3,34.4,71.6,88.1,47,59.9
rice,5,24.3,67.6,83.7,53,55.7
rice,5.4,32.3,80,91.4,41,44.3
rice,7.4,34.8,68,84.5,56.8,53
rice,7.4,22.6,69.6,99.9,47.5,42.3
rice,5.5,28.7,68.2,88.3,47.7,51.8
rice,6,37.1,79.5,94.1,56.2,51.9
rice,5.6,21.7,67.2,98.8,49.3,40.4
rice,7.9,22.2,72.4,89,59.3,45.1
rice,5.1,21.5,62.1,87.3,56.5,47.3
rice,5.5,37.6,68.2,85.9,47.1,48.4
rice,5,22.3,69.7,86.8,50.8,56.8
rice,6.1,27,78.3,88.4,57.5,43
rice,6.1,40,64,85.1,50.3,46.5
rice,5.6,37.8,63.4,95.6,54,57
rice,7,33.6,72.3,92.3,59.6,48.8
rice,7.5,38.3,65,85.4,43,51.1
rice,6.8,37.9,72.6,91.1,45.6,45.4
rice,7.4,36.3,65.5,81.1,55.3,56.7
rice,5.1,29.4,76.8,96.7,49.9,59.4
rice,5.1,37.7,60.5,88,56.5,59
rice,5.3,35.8,61.5,98.2,42,41.9
rice,5.6,24.2,76.6,83.3,56.4,57.7
rice,7.7,28.7,75.4,94.2,51.7,56.1
rice,5.1,36.3,60.2,87.5,52.5,51.5
rice,5.4,25.5,61.1,97.6,53,53.1
rice,7.4,27.1,78.7,98.6,47.5,54.4
rice,6.1,21.6,63.5,99,47.7,58.8
rice,7.4,39.9,79,93.4,41.7,45.6
rice,5.3,25.5,68.8,89.8,46.1,45.8
rice,6.4,37,72.5,91.2,54.2,54.4
rice,5.7,29.2,74.6,99.2,58.4,58
rice,7.7,31.4,60.4,84.9,54.7,54.8
rice,7.7,35.2,69.6,96.5,51.4,47.5
rice,5.1,31.9,72.9,86.2,43.8,42.5
rice,6.9,38.8,70.3,80.8,55.4,57.1
rice,5.7,33.5,69.1,91.8,43,57
rice,6.3,27.8,74.5,91.8,54.8,51.6
rice,5.1,38.3,72.8,98.6,46.8,56.2
rice,5.3,34,67.8,94.5,42.5,56.3
rice,7.1,27.6,67.3,90.6,55.9,58.2
rice,5.2,36.7,76.7,98.4,53.6,58.5
rice,7.9,24.1,60.4,94.1,59.6,51.8
rice,6.1,28.2,79.3,85.6,42.4,52.1
rice,5.7,27.9,75.4,87,49.5,50.1
rice,7.9,22.7,71.4,81.2,59.6,41.5
rice,7.2,33.8,61.1,94.9,46.9,40.2
rice,5.4,34.8,69.9,87.5,47.9,46.2
rice,5.6,25.2,64.6,94.4,55.8,59.6
rice,6.3,24.2,75.2,96.7,46.9,55.1
rice,7.2,21.2,78.7,88,40.3,47.2
rice,6.8,29.7,79.2,99.7,42,52
rice,6.8,28.8,60.3,82.8,58.2,47.2
rice,5.2,23.4,68.2,85.6,47.8,56.9
rice,7.2,35.9,77.8,82.2,40.4,52.3
rice,5.4,28.8,75.4,83.1,47,52.4
rice,6,25.5,71.6,83.7,50,43.5
rice,7.3,24.2,77.1,84.2,41.6,47.1
rice,6.1,33.9,76.9,83.9,44.2,43.3
rice,6,39.5,71.8,93.2,47.6,51.8
rice,5.3,35,74.4,88.9,40.8,44.5
rice,5.1,34.6,74.2,88.3,45.2,47.5
rice,6.3,24.1,64.1,89.6,54.8,40.6
rice,6.5,21,73.7,98.7,42.1,46.8
rice,7.4,26.5,70.6,86.9,56.5,56.1
rice,7.1,30.5,68.5,87.9,55.7,49
rice,5.2,38.6,77.9,98.6,51.9,48.9
rice,7.5,23.6,75.4,96.2,46.4,53.1
rice,7.1,27.4,70.4,92.1,50.5,54.7
rice,6.6,26,72.6,99.3,50.8,54.4
rice,5.3,38.2,76.3,92.3,42.5,53.7
rice,7.7,29.3,74,97.3,50.7,44.2
rice,6.9,24.9,64.7,92.3,45.1,59.2
rice,7.3,22.5,66,87.9,58.1,50.9
rice,6.3,31.2,65.8,83,52.4,59
rice,5.6,36,63.7,87.3,43.6,51.3
rice,7.6,34.3,63.6,87.5,57.4,55.1
rice,7.5,36.6,60.5,89.1,58.3,45.6
rice,6.3,21.2,64.5,91.7,53.4,51.6
rice,8,31.9,77,97.6,43.5,50.9
rice,5.6,33.9,74.2,88.8,54,52.7
rice,5.4,23.6,71.4,96.8,48.7,57.7
rice,6.8,23.3,73.5,93.4,49.3,43.1
rice,7.6,33.5,78.8,86.7,43.6,58.4
rice,6.2,22.8,63.5,92.3,55.2,55.2
rice,5.6,34.3,71.9,86.5,55.9,45.4
rice,7.7,34.2,76.6,93.7,55.2,56.6
rice,7.1,23.7,62.2,88.1,47.8,47.7
rice,5.2,30.5,69.4,89.5,45.3,48.8
rice,5.3,38.4,65.5,82.1,54,46.1
rice,6.8,38.9,67.8,89.2,41.1,40.5
rice,6.7,31,79.2,81.7,48.8,44.6
rice,5.6,23.6,67.2,85.6,45.9,59.1
rice,6.2,39.1,63.4,87.1,44.1,51.1
rice,6.1,34.5,60.5,89.1,51.3,46.3
rice,6.1,36.6,64.8,82.3,45.8,54.9
rice,7.4,23.2,68.8,94.5,48,59.2
rice,6.2,30.7,63.7,83.8,42.8,51.9
rice,7.2,20.1,79.3,93.9,54.9,46.7
rice,5.5,29.1,73,84.6,45.5,55.8
rice,6.1,29.8,69.5,81.1,42.4,46.4
rice,6.4,30.8,78.9,82.1,46.9,49.8
rice,6.6,27.6,71.2,91.7,54,56.4
rice,6.3,26.6,76.7,89.7,42.7,46.8
rice,5.7,29,69,95.2,40.3,57.8
rice,5.5,26.5,76,89.1,48.5,53.8
rice,6.4,23.3,73.6,84.9,46.6,58.3
rice,7.9,34.6,62.6,87,48.9,59.7
rice,5.9,30.8,72.2,87.7,59.2,49.6
rice,5.2,36.8,72.9,95.9,44.2,49.4
rice,6.1,28.2,65.2,95,50.2,46.4
rice,5.3,21.5,62.9,82.7,55.6,48
rice,5.2,22.6,79.2,99.7,53.5,41.5
rice,6.4,33.8,76.7,92.1,47.5,50.1
rice,7.3,24.5,71.8,93.1,48.9,51.7
rice,5.7,31.3,73.8,81.8,55.3,44.7
rice,6.6,30.5,60.3,96.7,45.4,52.3
rice,7.2,26.1,64.5,80.2,50.8,47.7
rice,6.6,34.6,62.9,85.6,54,59.1
rice,5.1,28.3,73.6,98.6,54.8,49.9
rice,6.8,21.5,77.7,83.9,44.9,52.1
rice,5.4,36.3,66.1,97.4,48.7,42.5
rice,6.2,36.3,71.4,93.2,51,42.7
rice,5.8,34.1,65.3,80.7,53.7,48.9
rice,7.1,36.8,75.1,95,59.5,42.3
rice,7.5,24.3,78.2,85.2,46.2,56.1
rice,5.7,33.1,75.9,90.6,43.5,50.8
rice,7.4,33.9,63.3,83.8,47.4,56
rice,6.8,24.3,60.7,84.1,44.3,58.8
rice,5.2,33.6,73.6,95.7,46.4,52.7
rice,6.1,33.6,69.2,87.8,57.3,44.3
rice,5.9,34.9,62.3,86.3,51.1,46.8
rice,6,21.4,73.3,94.4,48,41
rice,5.9,30.6,68.6,99.7,40,49.9
rice,5.8,26.3,76.6,88.4,51.1,49.9
rice,7.4,30.8,65.5,96.5,51.8,55.6
rice,8,33.5,64.2,80.4,57.1,46.6
rice,8,20.9,74.2,85.8,51.2,59.5
rice,7.5,34.5,65.5,97.1,45.8,53.8
rice,5.9,30.5,74.1,85,41,56.6
rice,7.3,21.1,64.6,97,57.1,43.7
rice,6.5,26.9,64.9,85.9,45.8,49
rice,7.2,34,72.2,98.2,40.4,50.5
rice,6.4,34.2,62.7,91,57.8,42
rice,5.8,31.3,78.9,90.9,56.4,41.2
rice,7.5,37.2,79.2,90.1,52.1,44.9
rice,5.5,28.2,72.3,89.1,40.6,53.6
rice,6.1,30.2,62.9,96.7,48,49.1
rice,5.4,27.6,75.7,81.2,42.7,51.2
rice,7.3,32.2,79.7,85.4,56.9,51.5
rice,7.7,33.5,73.2,93.4,45.7,58.8
rice,7.8,25.7,76.8,93.4,50.5,51.5
rice,6.2,22.7,68.8,92.7,42.2,56
rice,7.9,37.3,64,85.3,56.9,56.6
rice,5.1,22.5,61,90,51.4,48.5
rice,5.9,25,69.5,80.6,42.6,42.4
rice,6.8,32.2,72.8,91.4,50.4,49.3
rice,5.7,29.2,70.3,90.2,56.5,52.6
rice,5.9,29.6,60.5,95,41.8,54.2
rice,7.2,33.9,73.2,81.2,45.1,53.8
rice,7.8,29.9,77.1,98.8,55.2,52.1
rice,6.4,28.5,72.9,83.7,47.6,40.4
rice,5.3,21.3,63.3,82.8,53.7,48.6
rice,6,29.6,71.2,91.5,42.6,58.8
rice,7.3,31.8,63.6,94.3,41.4,48.7
rice,5.6,29.7,66.9,86.9,57.3,46.2
rice,7.9,34.6,78.4,96.7,43.6,49.9
rice,5.3,31.2,74.1,90.9,40.4,58.7
rice,6.6,37.9,64.4,91.8,49.9,48.8
rice,7.6,22.4,74.8,98.3,47.5,43
rice,5,27.6,75.7,92,50.8,49.7
rice,5.5,31.8,67.3,97.5,49.4,52.2
rice,7.2,37.3,77.7,98.9,55,42.6
rice,7.5,37.2,64.8,93.8,46.3,50.4
rice,7.4,21.7,63.9,93.8,41,47.9
rice,7.1,21.5,76,86.2,53.3,55.6
rice,6.4,22.6,70.8,80.6,57.4,50
rice,6,22.6,74.8,97.7,57.1,42.5
rice,5.3,26.8,68.7,95.8,40.4,51.1
rice,6.3,39,65.8,88.1,50.4,56.8
rice,6.9,39.2,65.3,95,46.6,46.4
rice,6.5,28.8,68.9,89.1,49,44.5
rice,5.8,25.2,74.8,82,40.5,57.9
rice,5.4,32.7,77.9,88.8,47.4,42.2
rice,8,27.7,67.7,83.2,50.8,57.3
rice,7.2,25.3,73.3,98.1,54.6,46.8
rice,7,24.2,73.2,86.1,44.7,53.4
rice,7.2,20,63.7,91.6,42.4,44.7
rice,7.7,25.7,71,83.1,56,54.4
rice,5.4,23.9,61.2,96.7,44.2,50.1
rice,6.8,36.8,75.5,95,58.8,51.8
rice,5.6,33.7,71.3,87.9,46.7,45.2
rice,6.5,35.4,70.3,82,40.7,43.8
rice,7.1,25.6,65.5,87.4,58.9,52
rice,7.6,27,68.3,91.3,56.9,43.7
rice,5.8,35,67.6,85.3,43.1,45.6
rice,6.1,27.2,72.4,85.7,56.2,49.6
rice,6.2,39.6,65.5,88.4,56.1,46.8
rice,7.7,20.2,62.5,98,55.4,43
rice,7.3,33.8,71.1,93.8,52.6,48.2
rice,6.5,39.2,63.2,94.8,40,51.8
rice,5.7,31.9,62.7,88.3,58.7,54.2
rice,7,33.3,79.2,98.3,57.6,51.6
rice,7.5,24.4,69.6,81.9,42.3,42.2
rice,5.9,34.8,68,80.6,49.2,53.6
rice,6.6,32.4,67.5,92.7,51.3,51.9
rice,6.2,32.7,78.8,96.1,44.2,46.3
rice,5.6,27.1,60.1,88.5,59.8,58.4
rice,7,22.8,76.9,98.6,47.2,45
rice,7.1,33.7,68.8,84.6,48.9,50
rice,5.5,20.6,67,90.4,52,53.9
rice,5.1,28.3,71.1,96.1,50.3,45.6
rice,5.8,38.6,67,90.3,44.8,55.6
rice,6.6,27.3,77.9,97.7,45,49.8
rice,7.5,39.5,78,88.7,43.6,58.7
rice,6.1,35.3,69.1,94.5,44.2,50.6
rice,5.8,37.5,65.4,95.7,44.1,45.1
rice,6.9,37.5,76.8,85.6,44.5,56.3
rice,7.7,34.7,66.5,96.7,42.7,45
rice,7.1,29.3,61.8,82.9,51.8,48.9
rice,6.7,23.4,67.5,81.9,54.4,50.7
rice,7.3,31.9,69.8,99.4,54.3,52
rice,7,23.4,65.1,87.4,50.8,55.6
rice,7.3,24,63.7,98.5,49.4,40.1
rice,5.2,20.8,64.6,81.4,57.9,45.5
rice,6.7,37.2,60.9,97.8,41,46.6
rice,6.5,40,67,89.3,40.1,50.2
rice,5.5,35.8,66.1,87.6,49,59.1
rice,7.8,24.6,74.8,99.4,54.6,44.5
rice,6.8,23,77.4,82.2,55.2,45.7
rice,7.9,24.5,69.8,90.8,49.1,52.1
rice,5.1,25.5,66,81.1,45.4,53
rice,6.4,29,79.2,99.8,55.4,43.6
rice,7.1,39.5,74.7,81.6,48.1,55.5
rice,6.2,35.5,75.8,81.1,58,56.4
rice,7.6,33.1,61.6,88.3,46.6,46.2
rice,7.6,28.6,73.7,82.9,54.6,53.8
rice,6.7,34.2,62.8,83.9,41.5,51.7
rice,7.5,29.2,66.2,93.9,40.8,40.1
rice,5.1,31,61.1,100,50.4,41.7
rice,5.1,37,69.8,82.3,44.3,48.3
rice,6.3,20.6,67.3,87.2,46.1,40.2
rice,6.2,21.3,71.8,98.9,46,57
rice,7.8,23,67.8,95.5,46,55.6
rice,6.4,24.1,62.4,80.1,49.2,49.8
rice,5.2,28.3,74.1,90.4,50.6,41.6
rice,5.5,29.4,62.8,96.8,53.4,40.6
rice,6,29.9,70.9,82.9,56.1,43.1
rice,6.4,29.5,77.6,96.3,46.4,50.1
rice,7.1,23,69.2,91.2,43.6,47.2
rice,7.7,24.3,66.7,99.4,51.2,50.1
rice,5.7,23.9,68.3,88.9,50.7,53.8
rice,7.7,24.8,71.7,87.3,47.6,46.8
rice,6.8,31.7,79.4,92.7,54.4,52.2
rice,6.4,31.1,61.3,86.1,56.8,45.2
rice,6.3,34.7,68.4,80.1,45.8,50.3
rice,7,24.8,65.9,98,47,46.6
rice,5.1,30.8,73,93.4,43.8,50.7
rice,6.6,31.6,62,97.5,59.3,58.7
rice,6.7,26.9,76.3,89.2,47.8,43.7
rice,7.8,37.5,72.8,92.8,44.5,49.1
rice,5.7,25.3,60.1,84.4,49.5,43.9
rice,5.3,20.4,60.1,95,42.8,59.8
rice,6.1,30.1,72.3,91.6,51.1,40.2
rice,7.6,23.6,71.2,96.2,47.6,48.3
rice,6.9,21.7,68.9,87.4,52.2,47.2
rice,7,36.1,74.3,96,55.2,57.5
rice,5.8,38,67,94.8,51.6,47
rice,5.6,26.8,61.9,96.4,56.9,55.1
rice,6.5,33.2,68.9,80.5,51.5,43.5
rice,5,30.2,75.6,89.8,55.4,50.1
rice,6,28.3,70,88.3,41.3,59.9
rice,5.6,23.1,66,86.6,47.3,50.8
rice,6.8,20.6,73.1,97.5,54.1,59.1
rice,5.5,34.6,68.2,95.8,45.4,53
rice,6.4,24.8,68.1,90.3,54.6,46.1
rice,5.7,30.4,67.8,94.3,55.2,47.5
rice,5.8,34.2,64.3,80.8,43.9,41.7
rice,7.4,24.8,72.8,99.9,54.8,45.3
rice,6.9,31.9,78.5,81.6,45,59.9
rice,5.7,22.6,67.1,83.3,56.3,47.9
rice,7.4,31,62.8,86.3,58.2,54.5
rice,7.7,39.3,74.2,89.1,57.6,41.6
rice,7.6,39.2,75.7,84.6,41.6,59.8
rice,5.3,38,64,89.9,51.2,40.4
rice,6.8,34.3,66.5,99,41.5,54.6
rice,5.5,30.6,70.9,95,49.1,46.7
rice,6.8,29.5,77,99.7,52.2,51.4
rice,6.8,24.8,60.5,85.9,48,41.6
rice,7.2,26.7,71.6,81.5,47.5,40.9
rice,6.9,23.4,71,99.7,46.4,43.8
rice,7.4,39.1,65.4,91,56.8,43.3
rice,8,25.1,70.2,80.4,55.4,40
rice,5.6,29.9,77.6,80.5,52.4,56.6
rice,6.9,25.5,70.9,93.8,59.8,57.8
rice,6.4,30.7,79.6,90.8,47.5,59.2
rice,6.6,22.9,75,80.3,45.7,48.2
rice,6.8,31.3,64.7,90.3,55.9,41.2
rice,7,20.6,61.6,87.4,48,55.2
rice,8,34.6,76,82.7,51.8,56
rice,7.3,29.4,78.9,99.8,51.5,42.1
rice,6.1,22.2,64.2,83.9,51.8,48.9
rice,5.1,20,67,82.1,51.4,55.3
rice,6.3,35.6,70.4,93.9,59.5,51.9
rice,6.2,26.4,74.4,96.7,47.1,46.9
rice,6.3,20.4,78.4,92,44.4,48
rice,7.8,23.9,69,97.7,45.6,44.3
rice,5.4,38.9,70.1,97.8,50.8,50.1
rice,6.3,33.6,76.3,99.8,49.7,50
rice,5.3,29.8,73.5,92.8,47.5,45.4
rice,6,24.7,72.4,87.9,56.4,50.4
rice,7.8,23.9,67.1,85.7,49.1,55.1
rice,5.8,39.2,74.3,96.9,55.3,58.6
rice,6.5,35.4,71.5,97.1,57.6,40.4
rice,5.8,25.3,75.5,91.7,47.1,49.9
rice,7.5,37.3,61.2,85.2,45.4,45.4
rice,5.6,20.6,67.7,92.7,42.6,47.2
rice,5.2,35,62.6,90.2,47.6,53.8
rice,6.5,35.3,65.9,85.2,58.7,41.8
rice,5.1,38.1,68.1,96.2,48.6,44.1
rice,7.4,33.7,78.9,89.1,53.7,56.5
rice,7.4,36.8,71.1,92.4,55.7,43.5
rice,5.7,32.9,64.1,82.5,59.4,42.8
rice,5.4,33.4,66.6,91.5,58.8,51.5
rice,5.3,36.6,77.3,85.7,42.5,44.3
rice,7.7,36.7,69.3,98,47.2,52.9
rice,5.3,36.7,61.8,82.1,41.7,58.1
rice,7.1,37.5,66.7,97.6,41.4,51.6
rice,5.1,20.4,66.4,93,47.8,41.6
rice,6.8,38.6,78.4,84,42.7,48.7
rice,6.1,21.7,64.9,92.8,57.5,49.6
rice,7.2,28.1,60.9,98.2,53.2,50.9
rice,5.3,33.7,65.4,94.3,58.1,43.6
rice,7.8,36.6,62.5,82.3,44.9,52.5
rice,5.2,28.5,66.7,85,40.4,41
rice,7.4,33.2,60.1,93.5,48,48.6
rice,6.7,20.3,66.8,84.2,41.4,40.4
rice,5.4,34.2,66.8,83.2,43.8,42.5
rice,8,35,60.9,92.8,43,45.8
rice,7.6,32.3,64.8,89.7,47,41.1
rice,6.8,32,70,81.1,40.3,59.3
rice,7.5,26.2,77.1,84.3,53.7,56.4
rice,6.5,37.7,74.2,82.1,55,56.9
rice,6.5,28.8,75.1,98.9,46.9,51.7
rice,6.2,29.1,70.3,80.3,51.5,54.8
rice,5.5,30.2,73.2,88.6,51.2,59.4
rice,7,38,60.1,98,50.7,57.4
rice,7.2,30,71.4,82.8,42.7,45
rice,6.3,21.5,62,95,50.2,58.8
rice,7,35.7,62.7,90.9,44.5,44.9
rice,6.9,28.4,68.6,96.2,50.1,57.8
rice,6.4,23,77.7,86.4,56.7,44
rice,5.6,26.9,73.8,98.7,49.3,56.5
rice,7.3,33.3,79.9,96.2,53.7,45.5
rice,6.5,24.7,75.6,84.1,53.2,46.9
rice,6.7,20.5,69.7,98.5,56.8,48.4
rice,6.9,37.9,67.4,84.6,44.7,51.4
rice,5.7,31.8,71.2,91.7,47.1,43.2
rice,5.3,36.3,77.6,92.9,40.2,54.5
rice,5.2,38.5,77.4,89.8,55.2,55.4
rice,5.1,32.2,78.6,83.9,40.5,40.4
rice,5.7,27.7,65.8,90.5,47,41.8
rice,5.3,38.6,68.8,96.7,43.5,42.4
rice,7.1,24.7,61.4,82,54.4,40.3
rice,7.9,24,61.2,81.6,50.5,47.2
rice,6.8,35.4,74.5,94.7,55.3,49.6
rice,7.7,38.3,60.3,86.7,55.8,55.2
rice,7.7,34.9,65.9,93.5,41,57.5
rice,6.3,20.5,71.2,83.6,49.2,49.9
rice,6.2,24.4,68.1,85,45.8,51.5
rice,7.7,25.3,70,83.7,40.7,46.9
rice,6.9,24.6,77.2,80.4,59.1,53.8
rice,6.3,31.9,72.8,84.2,59,46.3
rice,7.3,31.2,72.6,90.2,42.5,43.3
rice,5,31.3,68.2,96.8,49.5,57.5
rice,7.6,33.1,71.5,96.9,52.2,42.8
rice,6.2,38.8,66.8,89.4,48.4,54
rice,7.4,36.2,76.4,89.9,54.2,49.6
rice,5.5,25.8,60.6,83.9,55,49.1
rice,7.8,28,74.6,100,58.5,49.7
rice,7.7,22.5,60.3,89.4,40.7,56
rice,6.4,39.6,63.8,85.4,43.1,40.4
rice,5.2,37.9,74.6,80.1,52.7,48
rice,6.5,36.3,70.5,82.4,52.1,57.9
rice,6.8,28.1,62,89.9,44.5,53.7
rice,5.4,32.9,77,82.2,40.9,47.6
rice,7.9,33.5,72.9,87.6,59.4,45.7
rice,6.6,30.8,69.4,91.5,52.7,44
rice,7.9,25.7,71.4,82.8,48.7,53.9
rice,7.1,24.4,76.6,88.3,50.9,45
rice,6.5,33.3,79.3,87.1,45.5,55
rice,6,32,70.7,95.4,41.5,40.4
rice,5.9,36.8,80,85.1,47.6,45.4
rice,6.5,26.3,65,87.3,56,44.8
rice,6.9,28.9,67.5,89.3,54.3,40.1
rice,5.5,36.3,78.2,92.6,56.3,57.5
rice,7.8,24.4,63.9,89.1,59,44
rice,7,29.7,76,95.5,51.4,48.5
rice,7.5,37.5,78.2,89.6,58.7,44.6
rice,7.2,37.1,72.1,80.4,51.7,56.1
rice,6,28,67.6,84,43.6,47.4
rice,5.9,27.4,63.3,84.8,56.4,53.5
wheat,6.2,22.1,57.6,118.9,51.5,47.9
wheat,6.1,23.4,53,115.6,55,58.4
wheat,6.8,21.7,55.8,82.2,45.4,47.3
wheat,6.4,21.4,51.6,102.7,55.5,45.3
wheat,6.2,21.4,59,99.4,55.5,50.7
wheat,6.4,22.7,50.8,111.5,50.4,50.5
wheat,6.1,22.1,57.2,81.2,44.9,54.7
wheat,6.2,21.8,52.6,92.9,48.2,49.2
wheat,6.4,22.8,57.5,85.7,53.3,53.1
wheat,7,23.2,60,93.8,50.4,56.5
wheat,6.2,22.9,57,89.8,58.4,49.8
wheat,6.7,22,53.7,105.9,55,58.9
wheat,6.9,22.8,55,89.6,47.4,57.6
wheat,6.6,22,52.6,88.1,54.2,59.9
wheat,6.4,21.2,56.5,92.6,52.4,56.6
wheat,6.1,21.8,56,87.3,46.9,59.9
wheat,7,22.2,57.9,93.3,43.5,55.5
wheat,7,23.4,54.4,116.3,42.8,53.6
wheat,6.6,23.4,59.2,118.8,58.4,47.4
wheat,6.9,21.6,57.2,95.8,59.4,56.6
wheat,6.8,23.1,50.7,89.6,41.6,52
wheat,6.7,23.1,54.4,102.9,59.1,58.7
wheat,6.4,23.4,54.7,116.4,58.8,45.6
wheat,6.9,22.2,56.9,93.4,47.7,51.1
wheat,6.6,23.9,57.9,88.8,56.8,54.3
wheat,6.2,21.1,54,111.6,58.1,44
wheat,6.4,22.9,57.4,81.3,52.6,50.3
wheat,6.4,22.2,56.6,107.8,49.4,51.1
wheat,6,21.9,59.7,93.2,45.4,50.6
wheat,6.1,22.7,55.2,100.8,54.4,47.8
wheat,7,23.1,56.5,85.1,50,46.2
wheat,6.3,21.3,56.3,105.6,45.8,47.9
wheat,6.6,22.3,52.4,101.9,49.7,41.8
wheat,6.6,23.7,56.3,86.5,50.7,53.9
wheat,6.9,23.8,53.2,81,54.4,55.2
wheat,6.8,23.1,55.3,85,52.9,58.4
wheat,6.2,23.8,51.7,108.8,53.6,47.1
wheat,6.4,21.9,55.2,104.7,45.6,49
wheat,6.6,21.3,50.9,93.7,50.1,41.2
wheat,6.1,21.9,55.2,99.9,51.4,49.6
wheat,6.5,21.1,58.2,82,53.6,49.2
wheat,6.1,23.1,52.8,105.6,50,50.4
wheat,6.6,22,55.4,113.1,53.3,59.9
wheat,6.1,23.3,52.8,100.8,59.8,57.8
wheat,6.5,23.1,54.4,95.7,41,44.2
wheat,6.8,23.5,57,93.7,46.6,51.6
wheat,6.7,23.6,51.2,116.3,58,54.2
wheat,6,23.9,57.1,118.7,59.5,46.3
wheat,7,21.9,53.1,93.8,46.1,56.5
wheat,6.6,23.6,58.4,118.2,48.7,56.8
wheat,6.9,23,52.2,94.2,44.8,55.1
wheat,6.3,22.4,55,118.3,42.6,43.3
wheat,7,21.2,59.9,88,45.5,44.5
wheat,6.7,21.8,53.3,110.4,42.5,42.8
wheat,6.9,22.5,52,102.7,52,53.8
wheat,6,23.8,55,107.5,55.2,51.4
wheat,6.6,22,58.9,117.4,54.2,44.8
wheat,6.3,22.2,52,114.3,48.9,43.2
wheat,6,22.9,59.5,81.5,59.3,58.1
wheat,6.9,23.2,56.5,98.4,46.7,51.3
wheat,6.9,21.5,51.8,88.3,50.8,52.2
wheat,6.5,21.1,55,117.8,53.9,48
wheat,6.4,23.4,59.4,106,56.5,41.1
wheat,7,21.3,58.4,116.8,40.6,58.2
wheat,6.5,22.6,57.5,106,52.4,50
wheat,6.3,21.3,54.8,80,40.3,54.9
wheat,7,23,53.8,99.4,59.6,53.9
wheat,6.1,21.6,56.6,93.4,44.1,47.7
wheat,6.4,23.2,58.9,88.8,47.6,41.8
wheat,7,22.2,58.1,107.5,56.7,57.3
wheat,6.6,23.9,50,92.7,48.7,57.4
wheat,6.2,22.2,58.7,107.8,47,52.1
wheat,6.2,22.5,53.7,119.7,46.3,54.9
wheat,6.1,22.8,55.8,112,41.2,55.8
wheat,6.9,21.3,59.5,102.3,44.4,53.4
wheat,6.9,21,53.6,107.6,42,60
wheat,6.3,22.5,50.8,84.5,54.2,41.3
